DATE / RAOB	ELEV	REPORT	MUCAPE	MUMR	500TEMP	300 T	7-5 LR	5-3 LR	0-3SH	0-6SH	0-9SH	SRH3	SHIP	MODELb
06041600.WAL	12	1.75	2234	10.9	-16.5	-44.7	7.2	7.8	17.2	17.7	48.2	81	1.2	2.3
06041600.IAD	93	1.75	2181	10.2	-16.7	-43.9	7.0	7.5	16.6	27.7	43.3	48	1.8	1.8
06041300.LZK	78	1.75	1294	11.0	-13.5	-41.1	7.2	7.6	6.0	12.6	20.8	34	0.4	-999.0
06040900.JAX	9	1.75	2254	13.6	-13.7	-38.1	6.6	6.6	19.5	20.4	22.0	178	1.3	2.1
06040400.CHS	15	1.75	2165	11.6	-16.9	-42.5	8.1	7.0	26.6	31.6	39.3	207	2.2	2.6
05082700.AMA	1099	1.75	2765	13.6	-5.5	-32.3	7.4	7.1	10.0	11.5	11.5	31	0.4	2.0
05082400.RAP	1029	1.75	2040	11.3	-11.3	-38.9	8.6	7.5	13.6	11.6	19.1	116	0.6	-999.0
05031500.TLH	53	1.75	1338	12.4	-14.1	-38.5	7.1	6.6	12.7	28.4	53.2	41	1.1	1.1
05030400.AMA	1099	1.75	697	4.3	-23.3	-51.5	8.7	8.0	13.1	22.7	36.0	142	0.8	1.3
04092500.AMA	1099	1.75	2465	11.2	-11.9	-40.7	6.9	7.8	12.0	15.1	24.9	38	0.8	2.0
04092300.AMA	1099	1.75	1887	12.8	-10.1	-35.5	6.7	6.9	19.6	23.5	21.8	374	0.9	1.3
04082600.BIS	506	1.75	3083	12.5	-13.1	-41.7	7.1	7.8	13.9	16.6	18.9	101	1.4	2.4
04081900.ILX	178	1.75	3685	15.1	-9.1	-36.3	5.9	7.3	19.7	19.9	28.2	371	1.3	1.3
04071200.TOP	270	1.75	3709	17.7	-7.3	-32.5	6.8	6.7	11.9	13.6	9.1	204	0.8	0.6
04051600.EPZ	1252	1.75	2888	10.4	-11.5	-39.9	8.7	7.8	4.1	12.2	7.0	93	0.9	1.6
04051000.LBF	849	1.75	4026	11.6	-13.9	-41.1	9.0	7.5	3.0	13.9	17.5	38	1.9	1.6
04042900.DRT	313	1.75	1834	12.4	-12.9	-40.9	6.4	7.7	16.1	20.0	31.6	217	0.9	1.3
04040700.FWD	171	1.75	835	10.4	-16.3	-40.1	6.7	6.6	11.8	28.3	27.2	87	0.6	1.0
04032100.MAF	872	1.75	2053	10.0	-12.9	-41.3	7.9	7.7	5.5	9.6	21.3	39	0.5	1.5
04032100.FFC	244	1.75	942	7.9	-17.3	-44.1	7.5	7.4	11.3	12.0	13.4	154	0.4	1.1
04030100.TOP	270	1.75	487	6.3	-28.7	-42.5	8.7	3.9	20.1	32.0	35.0	171	0.9	1.6
04022512.LIX	8	1.75	837	10.3	-17.7	-40.5	6.7	6.3	25.2	31.9	48.7	340	0.7	2.4
03092100.DDC	790	1.75	1784	10.2	-10.9	-38.5	7.3	7.5	21.8	20.1	23.8	257	0.7	2.0
03091100.DDC	790	1.75	3112	14.8	-7.5	-31.9	6.9	6.6	15.7	22.3	30.8	259	1.2	2.2
03091000.MAF	872	1.75	3038	12.9	-7.3	-34.1	7.4	7.1	8.6	8.3	12.7	79	0.4	2.1
03090500.DRA	1009	1.75	1966	11.3	-8.3	-34.1	8.1	6.9	5.0	3.7	9.2	33	0.2	1.2
03062500.MAF	872	1.75	4621	16.5	-6.7	-29.9	7.7	6.2	11.9	8.7	16.8	45	0.7	2.1
03062100.MAF	872	1.75	1489	10.7	-7.7	-33.7	7.0	6.9	6.5	14.5	29.4	74	0.3	1.9
03061700.RAP	1029	1.75	1501	10.1	-11.1	-38.5	7.1	7.4	2.9	5.7	17.5	92	0.2	1.9
03061700.FFC	244	1.75	2826	16.3	-8.5	-33.7	6.2	6.8	5.5	7.0	13.0	32	0.3	0.6
03061500.LBF	849	1.75	1717	10.7	-11.3	-39.3	6.3	7.6	6.6	10.6	12.0	51	0.3	1.7
03061500.FWD	171	1.75	2433	14.3	-11.3	-37.9	6.9	7.2	5.3	12.1	2.8	32	0.7	1.7
03061300.LBF	849	1.75	2759	12.0	-11.3	-40.9	7.2	8.0	13.0	15.4	16.3	179	1.0	2.6
03061100.OUN	357	1.75	3045	14.5	-9.3	-35.7	7.2	7.1	12.1	17.8	13.1	135	1.2	2.0
03060400.LCH	10	1.75	4988	19.7	-6.7	-34.5	5.8	7.4	7.3	13.3	17.2	44	0.8	0.6
03051312.FWD	171	1.75	1814	12.6	-10.3	-36.9	7.3	7.1	16.8	17.7	24.7	205	0.7	1.2
03050700.BMX	178	1.75	4489	17.4	-10.5	-36.9	7.0	7.1	12.2	26.5	28.4	101	2.8	2.1
03050200.FFC	244	1.75	3289	13.7	-13.5	-41.1	6.5	7.5	7.5	9.8	9.5	55	0.9	0.9
03043000.BNA	210	1.75	3359	12.4	-15.3	-42.5	7.2	7.5	4.1	4.3	5.5	30	0.8	1.3
03042900.MAF	872	1.75	2325	9.8	-13.5	-39.1	8.4	7.0	15.5	23.4	21.0	165	1.6	1.4
03042900.AMA	1099	1.75	2549	9.6	-14.5	-41.5	8.3	7.4	16.5	25.3	33.7	237	2.0	1.6
03032600.SHV	79	1.75	1723	11.3	-18.3	-45.5	8.5	7.6	8.0	17.7	18.0	108	1.3	1.4
03032600.LZK	78	1.75	2073	11.3	-18.5	-46.3	6.7	7.8	9.5	14.3	15.4	67	1.0	2.2
03031500.BMX	178	1.75	1555	10.9	-19.1	-43.3	7.4	6.8	12.3	8.5	21.2	94	0.5	1.3
02082300.LBF	849	1.75	6193	17.8	-10.1	-38.1	8.0	7.5	3.8	12.9	28.1	10	2.1	3.1
02072800.DDC	790	1.75	2480	12.9	-5.3	-31.3	7.4	6.8	10.7	10.6	11.1	155	0.3	1.4
02072518.TBW	13	1.75	4523	18.9	-8.5	-34.7	6.7	7.0	2.0	7.8	6.3	7	0.7	0.6
02070200.AMA	1099	1.75	2393	12.2	-6.5	-35.3	7.3	7.6	20.8	18.4	11.3	353	0.6	1.6
02062600.DTX	329	1.75	3079	14.5	-8.9	-34.7	6.1	7.0	1.4	1.9	7.2	-1	0.4	0.7
02061200.TOP	270	1.75	5029	19.6	-8.9	-32.9	7.6	6.4	15.6	21.1	24.7	224	2.3	0.7
02060700.MPX	287	1.75	1952	9.2	-15.1	-43.7	7.7	7.9	16.2	22.8	25.3	758	1.4	1.5
02060402.CHS	15	1.75	2637	13.7	-10.1	-34.9	7.6	6.7	11.7	9.7	10.8	33	0.6	0.8
02052900.TOP	270	1.75	2661	12.8	-13.7	-40.1	6.8	7.2	7.3	4.2	10.7	48	0.5	1.3
02052800.MAF	872	1.75	3115	12.7	-11.1	-37.5	8.0	7.1	16.4	20.6	24.7	103	1.7	2.1
02052800.LBF	849	1.75	3387	11.3	-15.1	-41.3	9.0	7.2	11.6	18.8	30.1	184	2.3	1.9
02050400.CHS	15	1.75	3255	15.9	-10.7	-35.7	6.6	6.7	16.6	21.1	29.5	19	1.6	0.9
02041800.FWD	171	1.75	3343	15.9	-9.9	-35.9	6.4	7.0	5.6	12.4	34.6	61	0.9	-999.0
02041600.PIT	357	1.75	1856	11.5	-14.9	-41.7	7.3	7.4	15.8	17.9	18.1	245	1.0	1.6
01062000.DTX	329	1.75	3813	14.9	-12.5	-37.3	6.9	6.7	15.0	8.4	17.6	-45	0.9	2.8
01061800.TBW	13	1.75	3469	15.9	-9.7	-34.9	5.9	6.8	1.5	4.6	6.6	23	0.5	0.8
00090400.LBF	849	1.75	2441	11.2	-9.5	-35.5	7.8	7.0	18.5	21.4	24.1	309	1.0	1.5
00080800.OAX	350	1.75	4679	16.3	-8.1	-32.7	7.8	6.5	10.8	16.4	25.1	185	1.6	3.0
00080200.GGW	700	1.75	2057	10.8	-8.9	-37.9	8.0	7.8	15.0	24.6	35.3	148	0.9	1.8
00073100.JAX	9	1.75	3581	17.6	-8.9	-33.5	6.0	6.6	4.7	6.6	5.5	27	0.4	0.6
00072900.GSO	270	1.75	2081	14.3	-9.7	-35.1	6.2	6.8	6.5	6.2	16.1	43	0.3	0.6
00072700.LBF	849	1.75	5178	18.1	-8.9	-36.7	8.7	7.5	12.2	17.5	26.1	351	2.3	2.2
00072600.MPX	287	1.75	3240	15.3	-13.1	-36.3	7.6	6.4	10.1	21.4	12.4	139	2.2	3.0
00072600.MFL	5	1.75	4079	18.3	-8.5	-33.5	6.6	6.7	2.4	5.2	5.6	18	0.5	0.6
00072500.ABR	396	1.75	4195	15.6	-12.3	-38.3	8.9	7.1	10.9	15.3	19.8	113	2.3	3.1
00072200.LBF	849	1.75	3031	12.8	-11.5	-38.5	7.6	7.3	14.5	27.5	23.7	247	2.2	2.6
00072100.FFC	244	1.75	2149	14.3	-6.9	-30.5	6.4	6.2	9.1	9.2	10.4	63	0.3	0.6
00071800.AMA	1099	1.75	3660	14.4	-4.7	-32.7	6.9	7.4	5.9	9.1	7.7	79	0.4	1.5
00071500.IAD	98	1.75	2186	13.9	-12.3	-36.3	6.8	6.5	9.3	17.8	17.7	118	1.1	2.0
00071300.ABR	396	1.75	2305	13.6	-8.7	-36.1	6.7	7.3	21.7	29.3	44.3	278	1.2	2.0
00070600.GGW	700	1.75	2743	11.7	-14.1	-40.7	8.5	7.3	13.0	29.6	40.4	165	2.4	1.9
00062400.LBF	849	1.75	4723	14.8	-9.7	-37.3	8.6	7.4	9.8	17.4	29.6	126	2.2	2.0
00062400.DDC	790	1.75	3499	14.8	-7.3	-33.9	7.7	7.2	12.0	23.2	30.2	237	1.5	2.7
00062200.DDC	790	1.75	3602	14.3	-8.7	-37.5	7.0	7.7	16.2	15.4	23.4	157	1.1	2.9
00061100.AMA	1099	1.75	3932	14.0	-7.9	-33.5	7.8	6.8	9.4	14.8	19.1	128	1.2	2.1
00060300.ABQ	1620	1.75	1267	9.4	-8.7	-34.3	8.2	6.9	7.6	10.3	17.5	70	0.2	1.4
00052900.GSO	270	1.75	1988	14.3	-11.1	-37.1	6.2	7.0	17.6	28.7	35.1	139	1.2	1.2
00051900.FWD	196	1.75	3610	16.2	-10.9	-37.7	7.4	7.2	6.7	25.2	32.9	75	2.4	0.6
00051200.TOP	270	1.75	5329	16.7	-7.3	-39.3	6.5	8.6	21.0	25.1	29.2	216	2.1	3.7
00033000.SHV	79	1.75	3548	15.4	-15.9	-44.1	7.6	7.8	23.8	31.6	50.3	323	3.8	2.8
94070100.GSO	277	1.50	2296	13.8	-10.3	-38.7	5.4	7.7	6.6	8.1	14.3	40	0.3	0.6
90082200.OUN	357	1.50	3350	16.6	-5.5	-30.6	6.1	6.6	3.1	3.3	5.7	-7	0.3	0.6
90082200.AHN	246	1.50	3275	16.5	-6.8	-30.8	6.5	6.3	6.0	8.7	15.8	48	0.4	0.6
90071000.DEN	1611	1.50	3504	13.5	-8.2	-34.3	8.0	7.0	16.7	25.4	20.1	41	1.9	2.5
90041100.AHN	246	1.50	1096	11.5	-14.0	-40.0	6.4	7.1	19.0	25.4	25.8	343	0.7	0.6
90040200.GSO	277	1.50	984	8.7	-17.4	-45.5	6.8	7.8	19.9	29.7	37.4	210	0.8	2.0
89060200.AHN	246	1.50	1996	13.2	-7.3	-34.8	6.1	7.3	3.2	2.6	1.6	18	0.2	-999.0
06071100.DNR	1625	1.50	1192	10.1	-7.9	-33.7	7.6	6.9	12.2	16.2	27.0	79	0.3	1.7
06053000.SGF	387	1.50	2988	15.0	-9.3	-34.7	6.5	6.9	4.0	2.7	12.8	27	0.4	0.6
06052200.LBF	849	1.50	1420	8.2	-11.1	-41.1	7.7	8.1	14.8	15.2	22.6	199	0.5	1.3
06042117.JAN	101	1.50	1486	13.4	-12.9	-37.5	6.5	6.7	6.4	17.4	11.7	58	0.7	0.6
03091800.INL	361	1.50	1863	13.7	-13.5	-38.9	7.5	7.0	15.3	24.7	29.2	384	1.5	-999.0
03031700.MHX	11	1.50	1241	12.1	-13.1	-39.9	5.4	7.3	11.5	19.1	32.8	37	0.5	0.7
02072500.LCH	10	1.50	5453	20.2	-7.3	-31.7	5.9	6.4	5.5	8.5	11.3	66	0.6	0.6
02042200.ILN	317	1.50	623	10.3	-13.3	-37.4	6.8	6.6	31.2	36.0	43.5	525	0.4	2.1
01062600.RNK	654	1.50	1653	11.1	-11.9	-39.7	5.7	7.5	8.3	13.7	30.3	88	0.4	2.1
01062600.GSO	270	1.50	929	11.9	-11.7	-40.1	6.0	7.7	10.4	17.8	25.6	106	0.3	0.6
00090200.SLC	1288	1.50	1641	9.1	-14.7	-41.9	8.4	7.4	20.1	16.1	24.8	101	0.9	1.7
00051800.GSO	270	1.50	1767	11.9	-13.7	-40.9	6.5	7.4	7.6	16.4	31.1	124	0.7	1.6
94062500.GSO	277	1.25	2334	15.9	-5.4	-31.3	5.6	6.9	12.9	9.9	5.2	103	0.2	0.6
90041400.OUN	357	1.25	1408	10.8	-18.2	-46.0	7.9	7.7	17.5	23.5	33.0	146	1.2	2.0
06072800.FGZ	2192	1.25	3100	13.5	-5.3	-30.7	8.1	6.7	14.1	22.7	18.3	193	1.0	2.7
06072700.ILX	178	1.25	4385	20.7	-4.3	-31.7	5.7	7.2	14.7	12.7	19.1	318	0.6	0.6
06070400.GRB	214	1.25	1881	14.1	-10.1	-36.5	6.6	7.1	14.0	22.8	40.7	132	0.9	0.6
06061200.DNR	1625	1.25	942	6.0	-9.9	-38.5	9.4	7.8	7.4	17.1	22.2	130	0.4	0.6
06060312.LBF	849	1.25	988	7.7	-11.9	-40.5	9.0	7.9	10.8	19.5	17.8	699	0.5	1.0
06060300.ILX	178	1.25	1218	10.0	-14.5	-42.9	5.9	7.8	14.1	20.0	22.7	87	0.5	1.5
06052600.FFC	244	1.25	1711	12.1	-12.1	-36.7	7.1	6.6	4.1	8.7	3.3	46	0.4	1.1
06052000.BOI	874	1.25	1070	7.4	-13.5	-39.9	8.4	7.2	9.2	15.9	25.9	95	0.5	0.8
06051500.TLH	53	1.25	1279	10.8	-13.7	-41.5	7.1	7.6	18.5	24.7	23.2	104	0.8	1.7
05100123.LMN	317	1.25	2672	15.9	-9.9	-36.7	7.0	7.2	14.1	21.4	26.0	276	1.3	-999.0
05090600.LBF	849	1.25	2252	13.0	-9.1	-33.7	8.1	6.7	6.3	14.1	27.2	28	0.7	2.9
05030700.MAF	872	1.25	547	8.0	-16.7	-46.3	6.9	8.2	16.9	34.3	40.4	177	0.4	1.9
04100400.AMA	1099	1.25	1672	10.5	-13.5	-40.1	7.6	7.2	10.7	23.5	31.9	28	1.1	2.4
04032700.RAP	1029	1.25	2052	8.5	-15.5	-43.5	8.0	7.7	12.6	19.0	17.5	161	1.3	1.5
03090800.PHX	384	1.25	2268	12.1	-6.7	-35.1	6.7	7.5	8.2	10.7	16.8	90	0.3	1.2
03090800.FGZ	2192	1.25	663	8.3	-8.3	-35.1	7.7	7.1	11.2	15.0	17.0	130	0.2	1.2
03090300.NKX	128	1.25	940	10.8	-5.9	-32.3	6.6	7.0	4.2	7.0	5.9	9	0.1	0.7
03040500.ILN	317	1.25	1856	10.4	-15.7	-44.1	6.5	7.8	17.7	20.8	25.6	233	1.0	2.2
02041200.TOP	270	1.25	1084	9.8	-16.5	-44.3	7.1	7.7	16.2	9.4	27.2	99	0.3	1.6
00072000.LZK	165	1.25	3973	16.4	-6.7	-30.7	6.8	6.3	8.3	12.6	12.7	102	0.7	1.1
00071100.DDC	790	1.25	4707	16.4	-4.1	-31.5	6.8	7.2	6.0	4.6	8.7	136	0.4	2.6
00030400.BMX	178	1.25	1311	11.4	-14.9	-42.9	5.7	7.7	21.1	42.9	54.3	205	0.8	1.4
99061200.ILN	317	1.00	3299	14.7	-8.3	-35.5	5.8	7.3	8.2	4.6	4.0	32	0.4	1.1
98052200.BNA	180	1.00	3709	15.2	-10.7	-36.9	6.4	7.0	10.4	9.2	7.9	83	0.8	0.9
97081800.FFC	244	1.00	3564	18.4	-6.1	-31.1	6.1	6.6	4.4	2.5	2.0	37	0.3	0.6
97081700.PIT	373	1.00	3951	18.3	-7.9	-31.9	6.9	6.4	15.4	12.7	23.0	224	0.9	0.6
97081700.DVN	229	1.00	5790	20.8	-8.3	-34.9	7.5	7.1	12.3	14.3	11.8	137	1.7	1.0
93092500.OUN	381	1.00	2895	16.1	-6.7	-32.0	6.2	6.8	16.0	24.5	27.2	264	1.0	0.6
91060500.CKL	140	1.00	3345	16.9	-7.5	-32.0	6.3	6.5	9.2	5.0	4.8	52	0.4	0.6
91060500.AHN	246	1.00	3036	15.3	-8.1	-31.7	6.7	6.3	11.6	5.7	13.0	72	0.4	0.6
90101800.GGG	124	1.00	1619	14.2	-10.6	-37.1	6.4	7.1	12.5	20.0	27.9	114	0.7	0.6
90100800.GGG	124	1.00	2689	16.8	-6.0	-32.5	5.8	7.0	8.9	14.2	17.2	70	0.4	0.6
90092900.MAF	873	1.00	1606	12.2	-8.0	-36.1	6.0	7.5	11.3	15.0	28.7	35	0.3	0.8
90083000.GSO	277	1.00	3552	16.4	-9.3	-33.8	6.0	6.6	14.1	20.1	18.2	37	1.3	0.6
90082300.HTS	246	1.00	707	15.2	-7.7	-33.3	6.2	6.8	3.6	7.0	8.5	-4	0.1	0.6
90082100.OUN	357	1.00	5290	19.2	-6.7	-31.0	6.9	6.4	6.2	8.3	3.4	38	0.7	0.6
90081900.AMA	1095	1.00	2596	13.6	-7.9	-32.0	7.0	6.5	3.8	5.1	5.1	45	0.3	0.8
90080200.MAF	873	1.00	1702	14.4	-6.2	-31.8	6.1	6.8	2.8	9.7	12.2	27	0.2	0.6
90072600.GGW	696	1.00	1514	10.2	-10.6	-37.7	7.0	7.3	7.9	15.6	16.6	55	0.5	1.8
90072500.DDC	791	1.00	1703	11.9	-8.0	-34.0	6.8	7.0	10.1	14.0	17.5	208	0.4	1.4
90072200.TBW	13	1.00	3409	17.8	-5.7	-31.9	6.0	6.9	3.6	4.6	7.8	35	0.3	0.6
90072000.DEN	1611	1.00	1698	11.7	-7.2	-32.2	7.4	6.7	14.0	16.1	20.8	182	0.4	2.1
90071800.AMA	1095	1.00	1482	11.4	-6.5	-33.5	6.7	7.2	8.4	14.8	26.1	98	0.3	1.1
90071100.GSO	277	1.00	3487	15.2	-6.6	-32.6	5.9	6.9	7.5	3.5	9.1	38	0.3	0.6
90070900.GSO	277	1.00	4051	17.6	-5.3	-32.6	5.6	7.2	6.1	10.2	10.5	73	0.4	0.8
90062400.OUN	357	1.00	1571	11.9	-10.8	-34.1	8.2	6.3	14.1	26.8	24.9	186	1.1	1.9
90062300.HTS	246	1.00	1346	14.5	-8.5	-33.5	5.8	6.6	19.1	27.1	36.9	231	0.6	0.6
90061000.GSO	277	1.00	2409	15.3	-8.8	-32.8	6.1	6.4	11.1	9.7	14.5	145	0.4	0.6
90050400.CKL	140	1.00	1534	14.0	-10.6	-33.4	6.4	6.0	10.8	20.1	25.8	141	0.7	0.6
89082700.DDC	791	1.00	4549	16.9	-7.4	-32.1	7.6	6.6	1.4	11.3	24.3	11	0.9	2.1
89082000.UMN	438	1.00	3524	17.3	-6.0	-31.1	6.2	6.6	13.6	20.6	14.9	350	0.9	0.8
89080600.OUN	357	1.00	3439	16.3	-5.4	-31.1	6.8	6.8	9.7	10.2	12.1	101	0.4	0.8
89073100.GTF	1118	1.00	1858	9.5	-9.3	-36.7	8.9	7.4	10.3	10.8	21.7	106	0.4	1.2
89072800.DAY	298	1.00	2617	16.4	-7.8	-34.6	5.7	7.2	7.5	13.5	11.3	83	0.5	0.6
89072400.VCT	33	1.00	2953	14.8	-9.6	-37.2	6.2	7.4	9.5	7.7	13.3	120	0.4	0.6
89071200.TOP	268	1.00	3182	16.6	-8.1	-30.9	7.6	6.1	13.2	12.6	8.2	157	0.8	1.6
89070600.OUN	357	1.00	1373	12.9	-6.0	-34.0	6.2	7.4	11.3	6.0	12.2	64	0.1	0.6
89062900.AMA	1095	1.00	2035	12.6	-8.2	-31.3	8.6	6.2	13.0	14.8	26.0	165	0.6	2.3
89062800.HTS	246	1.00	3659	17.6	-8.0	-31.7	5.8	6.4	7.4	15.4	21.4	62	0.8	0.6
89061900.CKL	140	1.00	3363	16.7	-9.6	-36.6	6.4	7.3	12.2	14.5	12.2	103	1.0	0.6
89061600.TBW	13	1.00	3463	16.4	-7.6	-32.3	5.7	6.5	5.9	10.2	6.4	36	0.5	0.6
89061400.JAN	91	1.00	3274	16.0	-11.5	-35.2	7.1	6.4	9.4	11.3	8.2	57	1.0	1.0
89061200.JAN	91	1.00	3616	17.7	-9.1	-31.2	6.5	5.9	7.5	15.3	5.8	84	1.1	0.6
89060500.1M1	172	1.00	2493	15.8	-8.2	-35.8	6.0	7.4	10.3	14.7	13.0	19	0.6	0.6
06092900.FFC	244	1.00	705	10.8	-11.1	-40.1	4.6	7.9	18.9	19.1	33.4	85	0.2	0.6
06091200.ILX	178	1.00	1642	13.6	-11.1	-38.9	6.4	7.5	8.6	12.9	23.9	56	0.5	0.6
06090800.LBF	849	1.00	880	7.9	-14.1	-40.7	7.5	7.3	6.9	11.1	19.9	20	0.3	0.9
06090800.ABR	396	1.00	1406	9.5	-14.3	-42.3	7.5	7.7	10.6	9.4	9.1	163	0.4	1.7
06081000.TUS	779	1.00	1913	13.4	-6.3	-29.9	7.3	6.3	1.2	3.1	6.2	12	0.2	0.6
06080100.PIT	357	1.00	3456	18.6	-4.5	-30.1	5.8	6.8	10.1	12.7	7.9	104	0.5	0.6
06072800.OAX	350	1.00	2714	15.6	-5.3	-34.3	6.0	7.7	9.3	16.8	22.8	92	0.5	0.6
06072800.ABR	396	1.00	1956	12.7	-6.1	-34.7	6.4	7.6	16.1	23.5	29.4	149	0.5	1.4
06072700.RAP	1029	1.00	694	8.7	-8.7	-33.7	8.3	6.7	13.4	16.3	21.8	157	0.2	0.9
06072300.ABQ	1620	1.00	1267	9.6	-4.9	-32.1	7.8	7.2	2.8	5.7	11.2	-9	0.1	1.0
06072200.RNK	654	1.00	3249	16.5	-6.1	-31.1	6.0	6.6	7.2	7.0	9.1	100	0.3	0.6
06072000.RNK	654	1.00	2160	14.2	-8.5	-31.1	5.9	6.1	11.1	9.1	3.0	113	0.3	1.0
06071800.DNR	1625	1.00	1197	9.1	-6.9	-32.3	8.0	6.9	3.5	7.7	6.2	83	0.1	1.1
06071300.BIS	506	1.00	966	9.0	-8.7	-35.3	8.1	7.1	5.9	7.7	14.5	108	0.1	0.7
06070500.GSO	270	1.00	2335	15.2	-7.3	-33.1	6.1	6.8	7.6	9.6	6.1	96	0.3	0.6
06070300.IAD	93	1.00	3195	14.8	-9.3	-36.5	5.9	7.3	10.7	10.7	13.6	60	0.6	0.9
06070200.LBF	849	1.00	2554	12.2	-8.5	-35.5	8.0	7.3	17.1	20.5	17.9	223	1.0	2.0
06070200.FWD	171	1.00	1806	12.8	-9.9	-36.5	7.2	7.2	1.6	6.1	11.2	20	0.3	0.6
06070200.FFC	244	1.00	1552	11.2	-9.7	-38.3	6.3	7.7	1.2	6.5	9.5	4	0.2	0.9
06062900.TOP	270	1.00	959	8.5	-12.3	-40.9	7.1	7.8	8.1	12.7	14.7	120	0.3	1.0
06062900.PIT	357	1.00	925	10.9	-13.7	-38.3	6.4	6.7	7.1	21.3	35.7	17	0.5	1.6
06062800.GRB	214	1.00	1049	9.4	-15.5	-44.5	6.1	8.0	8.1	13.8	20.6	34	0.4	1.6
06062700.FFC	244	1.00	2376	15.4	-6.9	-33.5	5.6	7.0	9.3	12.6	21.6	23	0.4	0.6
06062300.DDC	790	1.00	987	11.0	-11.1	-33.3	7.2	6.0	9.3	17.7	17.5	78	0.4	1.3
06062300.BNA	210	1.00	3023	15.6	-10.1	-34.7	7.3	6.6	8.0	10.6	3.6	71	0.8	0.6
06062300.BMX	178	1.00	1595	12.5	-7.1	-34.3	6.2	7.2	1.9	5.1	4.3	-10	0.1	0.6
06062200.JAN	101	1.00	2595	15.3	-8.7	-34.7	7.0	7.0	4.6	3.0	2.5	-15	0.4	0.6
06062100.BNA	210	1.00	2387	14.1	-9.3	-35.3	6.8	6.9	6.8	6.7	3.3	43	0.3	0.6
06061900.GRB	214	1.00	2397	14.0	-11.7	-38.1	6.2	7.2	12.4	15.9	20.9	74	0.9	1.9
06061200.BNA	210	1.00	1539	13.6	-6.7	-34.3	5.6	7.4	9.1	15.2	7.0	107	0.3	0.6
06060800.LBF	849	1.00	2368	10.8	-6.9	-36.5	7.7	7.9	11.2	20.5	22.3	244	0.7	1.7
06060712.RAP	1029	1.00	1110	7.9	-10.3	-38.1	8.7	7.6	9.9	12.3	19.2	131	0.3	1.3
06060700.SHV	79	1.00	2252	14.6	-10.3	-34.3	7.4	6.4	15.1	25.4	14.5	164	1.4	0.6
06060500.FFC	244	1.00	1475	11.0	-12.5	-39.5	5.9	7.4	5.7	11.7	22.4	18	0.3	2.1
06060400.ILN	317	1.00	1032	8.3	-18.1	-46.9	6.5	8.0	6.7	8.5	11.1	35	0.3	1.2
06060300.GRB	214	1.00	1314	8.8	-18.9	-45.5	7.1	7.4	12.0	16.3	19.5	77	0.7	1.6
06060200.BNA	210	1.00	2055	14.2	-7.9	-34.3	5.4	7.1	8.6	5.5	12.6	-2	0.2	0.6
06053100.GGW	700	1.00	570	5.6	-21.1	-50.3	7.4	8.3	2.8	5.0	8.1	30	0.2	0.9
06052700.JAX	9	1.00	2879	15.0	-9.9	-36.5	6.1	7.2	11.0	13.7	13.1	117	0.8	0.8
06052700.BIS	506	1.00	2274	9.4	-11.9	-40.3	8.5	7.7	20.2	22.0	21.3	198	1.3	1.3
06052600.JAX	9	1.00	1856	13.3	-10.7	-37.3	6.6	7.2	10.5	15.3	20.8	70	0.6	0.6
06052600.GSO	270	1.00	1743	11.9	-10.1	-36.3	6.1	7.0	8.4	14.4	11.4	82	0.4	0.8
06052600.AMA	1099	1.00	1911	7.9	-11.3	-38.3	9.9	7.3	11.8	16.9	12.6	262	0.9	0.7
06052300.RAP	1029	1.00	2536	9.6	-10.3	-39.5	8.5	7.9	5.6	9.7	18.1	43	0.6	1.3
06051800.IAD	93	1.00	1009	8.4	-20.5	-45.9	6.7	7.2	11.9	16.0	20.3	66	0.6	1.3
06051600.DTX	329	1.00	519	8.7	-20.5	-49.7	6.1	8.2	7.2	5.0	17.9	-7	0.1	0.7
06041400.PIT	357	1.00	390	6.2	-20.1	-48.7	7.0	8.1	18.8	18.6	40.0	220	0.3	0.9
06041400.BUF	215	1.00	383	6.2	-23.3	-49.9	7.6	7.6	21.6	26.8	55.7	237	0.5	1.4
06011200.GSO	270	1.00	1374	9.5	-19.1	-46.5	7.5	7.7	21.9	15.6	28.9	253	0.8	2.5
06010300.ILN	317	1.00	791	9.0	-19.3	-46.1	7.5	7.5	7.8	16.0	23.8	140	0.5	1.4
05092900.FWD	171	1.00	1553	12.7	-5.9	-29.7	6.4	6.3	8.5	10.1	13.0	39	0.2	0.6
05082700.EPZ	1252	1.00	2162	11.1	-6.5	-31.9	8.5	6.8	4.0	4.9	6.7	21	0.2	1.0
05081800.LMN	317	1.00	3655	17.7	-4.1	-30.3	6.0	6.8	13.3	22.3	17.3	221	0.9	0.6
05081700.GGW	700	1.00	1042	9.2	-11.1	-36.7	7.8	6.9	16.7	27.6	40.5	265	0.6	1.7
05081100.GGW	700	1.00	805	10.1	-13.7	-37.9	7.4	6.5	15.6	30.5	38.9	170	0.6	2.1
05050600.EPZ	1252	1.00	1672	8.0	-12.7	-40.3	8.6	7.5	15.0	27.7	28.8	178	1.3	1.2
05050412.TBW	13	1.00	1839	14.1	-13.5	-39.3	7.3	7.0	10.0	15.8	33.3	187	0.9	1.0
05030400.SGF	387	1.00	823	5.9	-25.9	-52.1	7.1	7.5	13.0	24.2	27.9	151	1.0	0.7
